,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
49312,08/27/2021,40129,34,Roger Mills County,OK,27.7,994,994.0,32.7,976,36.0,440,55.9,93.6,1171.0,32.7,1171.0,38.5,1130.0,41.7,440.0,55.9,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
49498,08/27/2021,40083,34,Logan County,OK,26.2,12588,12588.0,30.6,12187,32.8,4193,53.3,93.6,15203.0,31.7,15202.0,37.0,14558.0,39.2,4749.0,60.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
49538,08/27/2021,40045,34,Ellis County,OK,28.7,1107,1107.0,33.3,1095,36.7,577,64.5,93.6,1295.0,33.6,1295.0,39.0,1269.0,42.6,664.0,74.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
49578,08/27/2021,40013,34,Bryan County,OK,28.9,13882,13882.0,34.3,13468,36.6,5255,60.8,93.6,16779.0,35.0,16779.0,41.5,16162.0,43.9,5841.0,67.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
49603,08/27/2021,40027,34,Cleveland County,OK,42.3,120119,120118.0,48.9,112331,50.2,28102,71.7,93.6,141755.0,49.9,141740.0,57.7,131023.0,58.5,31264.0,79.8,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
49646,08/27/2021,40143,34,Tulsa County,OK,47.6,310194,310191.0,57.3,292867,60.0,82506,85.5,93.6,371418.0,57.0,371391.0,68.5,346291.0,70.9,91162.0,94.5,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
49710,08/27/2021,40149,34,Washita County,OK,30.1,3285,3283.0,35.8,3187,38.7,1279,62.8,93.6,4136.0,37.9,4134.0,45.0,3966.0,48.1,1535.0,75.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
49725,08/27/2021,40095,34,Marshall County,OK,34.1,5781,5781.0,40.1,5562,42.7,2344,63.3,93.6,7357.0,43.5,7357.0,51.0,7027.0,53.9,2786.0,75.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
49752,08/27/2021,40137,34,Stephens County,OK,36.9,15916,15916.0,43.3,15453,46.5,6511,74.3,93.6,19623.0,45.5,19621.0,53.3,18844.0,56.7,7543.0,86.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
49756,08/27/2021,40101,34,Muskogee County,OK,37.3,25364,25364.0,44.5,24203,47.1,8776,75.7,93.6,33008.0,48.5,33007.0,57.9,31121.0,60.6,10369.0,89.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
49889,08/27/2021,40153,34,Woodward County,OK,29.8,6032,6032.0,35.6,5878,38.3,2266,68.4,93.6,7273.0,36.0,7272.0,42.9,6986.0,45.5,2602.0,78.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
49932,08/27/2021,40111,34,Okmulgee County,OK,32.2,12400,12400.0,38.0,12068,40.9,4672,63.8,93.6,15405.0,40.0,15405.0,47.2,14758.0,50.1,5259.0,71.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
49944,08/27/2021,40047,34,Garfield County,OK,36.9,22522,22522.0,44.6,21623,47.7,7620,75.8,93.6,27619.0,45.2,27617.0,54.7,26180.0,57.7,8523.0,84.8,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
49956,08/27/2021,40117,34,Pawnee County,OK,38.1,6233,6233.0,44.8,5956,47.5,2285,71.6,93.6,7641.0,46.7,7641.0,54.9,7245.0,57.7,2632.0,82.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
49963,08/27/2021,40031,34,Comanche County,OK,43.0,51904,51904.0,51.3,49010,53.1,11852,76.0,93.6,64100.0,53.1,64090.0,63.3,59782.0,64.8,13842.0,88.8,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
50030,08/27/2021,40121,34,Pittsburg County,OK,33.5,14631,14630.0,39.3,14192,41.9,5506,62.0,93.6,18229.0,41.8,18227.0,49.0,17499.0,51.6,6197.0,69.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
50044,08/27/2021,40103,34,Noble County,OK,48.0,5344,5344.0,56.8,5123,60.2,1883,84.6,93.6,6415.0,57.6,6415.0,68.2,6063.0,71.3,2087.0,93.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
50176,08/27/2021,40061,34,Haskell County,OK,31.0,3920,3920.0,36.5,3826,39.6,1687,65.5,93.6,4774.0,37.8,4773.0,44.5,4592.0,47.5,1864.0,72.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
50188,08/27/2021,40107,34,Okfuskee County,OK,36.7,4398,4398.0,43.1,4228,45.7,1653,76.8,93.6,5244.0,43.7,5243.0,51.4,4997.0,54.0,1731.0,80.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
50207,08/27/2021,40057,34,Harmon County,OK,38.1,1011,1011.0,45.2,969,48.7,398,74.7,93.6,1239.0,46.7,1239.0,55.4,1172.0,58.9,467.0,87.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
50210,08/27/2021,40005,34,Atoka County,OK,27.2,3742,3742.0,32.0,3702,34.7,1511,54.9,93.6,4369.0,31.8,4369.0,37.3,4288.0,40.2,1642.0,59.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
50329,08/27/2021,40029,34,Coal County,OK,30.9,1696,1696.0,36.4,1662,39.6,709,61.5,93.6,2014.0,36.7,2014.0,43.2,1954.0,46.6,766.0,66.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
50362,08/27/2021,40049,34,Garvin County,OK,37.3,10333,10333.0,44.5,10042,48.1,3998,79.2,93.6,12341.0,44.5,12341.0,53.2,11871.0,56.8,4408.0,87.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
50515,08/27/2021,40055,34,Greer County,OK,29.5,1686,1684.0,33.9,1638,35.8,743,73.0,93.6,1984.0,34.7,1982.0,39.9,1908.0,41.7,859.0,84.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
50560,08/27/2021,40065,34,Jackson County,OK,39.4,9653,9652.0,47.6,9322,50.6,2846,76.1,93.6,11755.0,47.9,11754.0,57.9,11244.0,61.0,3186.0,85.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
50585,08/27/2021,40073,34,Kingfisher County,OK,34.7,5468,5467.0,42.1,5257,45.5,1777,68.9,93.6,6885.0,43.7,6884.0,53.0,6540.0,56.6,2070.0,80.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
50656,08/27/2021,40085,34,Love County,OK,32.4,3321,3321.0,38.5,3224,41.4,1241,61.8,93.6,4056.0,39.6,4056.0,47.1,3914.0,50.2,1431.0,71.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
50681,08/27/2021,40145,34,Wagoner County,OK,36.0,29303,29303.0,42.7,28031,45.4,9171,67.2,93.6,35430.0,43.6,35428.0,51.6,33474.0,54.2,10221.0,74.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
50691,08/27/2021,40125,34,Pottawatomie County,OK,36.7,26649,26649.0,43.4,25461,45.8,9011,74.8,93.6,32312.0,44.5,32307.0,52.6,30527.0,54.9,9878.0,82.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
50732,08/27/2021,40053,34,Grant County,OK,33.4,1447,1447.0,39.6,1419,43.1,670,69.3,93.6,1804.0,41.6,1804.0,49.4,1749.0,53.1,779.0,80.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
50753,08/27/2021,40017,34,Canadian County,OK,44.3,65653,65653.0,53.4,61758,56.3,15543,78.8,93.6,78612.0,53.0,78610.0,63.9,73224.0,66.7,17683.0,89.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
50769,08/27/2021,40043,34,Dewey County,OK,21.6,1057,1057.0,26.5,1042,29.3,509,57.3,93.6,1162.0,23.8,1162.0,29.1,1131.0,31.8,535.0,60.2,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
50770,08/27/2021,40051,34,Grady County,OK,29.3,16371,16369.0,34.5,15792,37.1,5592,59.9,93.6,19560.0,35.0,19558.0,41.2,18655.0,43.8,6190.0,66.3,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
50774,08/27/2021,40033,34,Cotton County,OK,34.1,1934,1934.0,39.8,1856,42.1,780,67.1,93.6,2358.0,41.6,2358.0,48.6,2236.0,50.7,893.0,76.8,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
50864,08/27/2021,40019,34,Carter County,OK,33.7,16199,16199.0,40.3,15640,43.3,5581,67.4,93.6,20492.0,42.6,20491.0,50.9,19585.0,54.2,6608.0,79.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51012,08/27/2021,40133,34,Seminole County,OK,39.5,9590,9590.0,47.0,9219,50.3,3360,75.5,93.6,11814.0,48.7,11814.0,57.9,11160.0,60.9,3688.0,82.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
51064,08/27/2021,40059,34,Harper County,OK,35.8,1321,1321.0,43.2,1267,46.2,536,74.1,93.6,1536.0,41.6,1535.0,50.1,1456.0,53.0,576.0,79.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
51080,08/27/2021,40035,34,Craig County,OK,41.5,5866,5866.0,48.2,5708,51.4,2284,80.3,93.6,7277.0,51.5,7277.0,59.8,7031.0,63.3,2705.0,95.1,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
51088,08/27/2021,40113,34,Osage County,OK,25.7,12089,12088.0,29.8,11636,31.5,4392,45.5,93.6,15524.0,33.1,15520.0,38.2,14694.0,39.8,5131.0,53.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
51130,08/27/2021,40003,34,Alfalfa County,OK,38.0,2167,2167.0,43.8,2154,46.9,778,67.4,93.6,2407.0,42.2,2406.0,48.7,2381.0,51.8,858.0,74.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
51132,08/27/2021,40093,34,Major County,OK,38.1,2905,2905.0,45.8,2847,50.3,1324,84.7,93.6,3466.0,45.4,3466.0,54.7,3365.0,59.4,1458.0,93.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
51151,08/27/2021,40141,34,Tillman County,OK,36.3,2629,2629.0,42.6,2548,45.7,1036,70.6,93.6,3210.0,44.3,3210.0,52.0,3084.0,55.3,1187.0,80.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
51261,08/27/2021,40081,34,Lincoln County,OK,31.2,10866,10866.0,36.7,10517,39.4,4087,62.9,93.6,13292.0,38.1,13292.0,44.9,12721.0,47.7,4626.0,71.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
51299,08/27/2021,40115,34,Ottawa County,OK,29.9,9321,9320.0,35.9,9043,38.6,3770,65.6,93.6,11477.0,36.9,11475.0,44.2,11053.0,47.1,4423.0,76.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
51313,08/27/2021,40007,34,Beaver County,OK,23.8,1263,1262.0,28.1,1227,31.3,551,52.4,93.6,1521.0,28.6,1521.0,33.9,1462.0,37.3,603.0,57.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
51328,08/27/2021,40091,34,McIntosh County,OK,43.1,8454,8454.0,49.3,8264,52.4,3968,78.3,93.6,10169.0,51.9,10169.0,59.3,9826.0,62.4,4372.0,86.2,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
51333,08/27/2021,40075,34,Kiowa County,OK,41.3,3597,3597.0,49.3,3493,52.8,1423,83.1,93.6,4299.0,49.4,4299.0,58.9,4125.0,62.3,1643.0,96.0,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
51396,08/27/2021,40001,34,Adair County,OK,24.5,5432,5432.0,29.8,5216,32.2,1916,54.5,93.6,7620.0,34.3,7619.0,41.8,7204.0,44.5,2332.0,66.3,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
51440,08/27/2021,40021,34,Cherokee County,OK,34.5,16804,16804.0,40.3,16076,42.2,5242,63.4,93.6,21302.0,43.8,21302.0,51.1,20121.0,52.8,6080.0,73.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51498,08/27/2021,40105,34,Nowata County,OK,29.9,3008,3008.0,35.1,2932,37.5,1197,60.1,93.6,4044.0,40.1,4044.0,47.1,3905.0,49.9,1464.0,73.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
51506,08/27/2021,40037,34,Creek County,OK,32.9,23552,23552.0,38.8,22756,41.6,8383,64.3,93.6,28840.0,40.3,28839.0,47.5,27561.0,50.3,9526.0,73.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
51525,08/27/2021,40067,34,Jefferson County,OK,32.8,1969,1969.0,39.0,1934,42.5,873,67.8,93.6,2322.0,38.7,2322.0,46.0,2264.0,49.7,991.0,76.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51658,08/27/2021,40087,34,McClain County,OK,38.4,15524,15524.0,45.6,14842,49.2,4812,75.6,93.6,18544.0,45.8,18542.0,54.5,17556.0,58.2,5317.0,83.5,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
51667,08/27/2021,UNK,34,Unknown County,OK,0.0,109075,109053.0,0.0,106632,0.0,26966,0.0,93.6,141226.0,0.0,141175.0,0.0,137376.0,0.0,34599.0,0.0,,,,,
51686,08/27/2021,40015,34,Caddo County,OK,49.9,14345,14343.0,59.8,13643,63.1,4580,94.2,93.6,16771.0,58.3,16768.0,69.9,15700.0,72.7,4996.0,99.9,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
51735,08/27/2021,40109,34,Oklahoma County,OK,49.5,394538,394526.0,59.8,369812,62.2,93896,84.0,93.6,478444.0,60.0,478400.0,72.6,443363.0,74.5,106508.0,95.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
51741,08/27/2021,40089,34,McCurtain County,OK,24.0,7870,7869.0,28.9,7743,31.5,3419,56.1,93.6,10459.0,31.9,10458.0,38.3,10198.0,41.5,3832.0,62.9,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
51772,08/27/2021,40011,34,Blaine County,OK,35.5,3343,3343.0,42.7,3212,45.8,1157,60.6,93.6,4052.0,43.0,4052.0,51.7,3833.0,54.6,1338.0,70.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
51778,08/27/2021,40071,34,Kay County,OK,32.5,14137,14136.0,38.8,13658,41.8,5870,69.0,93.6,17572.0,40.4,17569.0,48.3,16741.0,51.2,6682.0,78.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51802,08/27/2021,40077,34,Latimer County,OK,26.1,2631,2631.0,30.5,2563,32.5,1049,47.0,93.6,3063.0,30.4,3063.0,35.5,2929.0,37.2,1108.0,49.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI
51814,08/27/2021,40069,34,Johnston County,OK,31.7,3516,3516.0,37.6,3430,40.7,1342,61.3,93.6,4392.0,39.6,4392.0,46.9,4249.0,50.4,1554.0,70.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51837,08/27/2021,40063,34,Hughes County,OK,34.1,4522,4522.0,39.8,4410,42.5,1744,69.2,93.6,5586.0,42.1,5585.0,49.2,5355.0,51.6,1955.0,77.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
51845,08/27/2021,40039,34,Custer County,OK,37.0,10729,10729.0,44.4,10261,47.0,3222,78.6,93.6,13235.0,45.6,13233.0,54.8,12482.0,57.2,3573.0,87.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
51861,08/27/2021,40025,34,Cimarron County,OK,22.1,473,473.0,26.7,467,29.4,246,45.3,93.6,560.0,26.2,560.0,31.6,551.0,34.6,280.0,51.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
51911,08/27/2021,40041,34,Delaware County,OK,28.2,12149,12149.0,32.3,11770,34.2,5567,51.5,93.6,16452.0,38.3,16451.0,43.8,15796.0,45.9,7111.0,65.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
51913,08/27/2021,40119,34,Payne County,OK,38.2,31229,31228.0,43.6,29658,44.8,8102,76.1,93.6,37699.0,46.1,37697.0,52.7,35486.0,53.6,9285.0,87.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
51945,08/27/2021,40139,34,Texas County,OK,32.6,6524,6524.0,40.5,6323,44.1,1662,70.4,93.6,8030.0,40.2,8030.0,49.9,7698.0,53.7,1849.0,78.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
51974,08/27/2021,40151,34,Woods County,OK,31.9,2801,2801.0,37.2,2735,39.1,1138,74.4,93.6,3399.0,38.7,3399.0,45.1,3271.0,46.8,1254.0,82.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
52042,08/27/2021,40147,34,Washington County,OK,33.2,17084,17084.0,39.3,16318,41.5,6381,62.6,93.6,21472.0,41.7,21471.0,49.4,20275.0,51.6,7688.0,75.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
52071,08/27/2021,40135,34,Sequoyah County,OK,29.6,12302,12302.0,34.9,11879,37.2,4624,59.0,93.6,14889.0,35.8,14886.0,42.2,14191.0,44.4,5116.0,65.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
52179,08/27/2021,40023,34,Choctaw County,OK,24.3,3567,3567.0,28.9,3499,31.5,1693,54.7,93.6,4477.0,30.5,4477.0,36.3,4357.0,39.2,1887.0,60.9,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
52184,08/27/2021,40009,34,Beckham County,OK,32.9,7195,7194.0,39.7,6991,42.6,2318,72.1,93.6,8502.0,38.9,8500.0,46.9,8159.0,49.8,2600.0,80.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
52201,08/27/2021,40127,34,Pushmataha County,OK,25.8,2866,2866.0,30.1,2815,32.5,1375,52.5,93.6,3483.0,31.4,3483.0,36.6,3404.0,39.3,1499.0,57.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
52206,08/27/2021,40123,34,Pontotoc County,OK,40.5,15524,15524.0,48.4,14880,51.2,4428,69.7,93.6,18913.0,49.4,18912.0,59.0,17975.0,61.8,4982.0,78.4,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
52220,08/27/2021,40131,34,Rogers County,OK,35.9,33227,33226.0,42.2,31843,44.8,11123,72.2,93.6,39825.0,43.1,39823.0,50.6,37794.0,53.2,12333.0,80.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
52233,08/27/2021,40099,34,Murray County,OK,35.7,5019,5019.0,41.8,4896,45.2,1871,65.9,93.6,5947.0,42.3,5947.0,49.5,5722.0,52.8,2079.0,73.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
52358,08/27/2021,40079,34,Le Flore County,OK,30.2,15037,15037.0,35.6,14566,38.4,5923,65.1,93.6,17939.0,36.0,17938.0,42.5,17194.0,45.3,6412.0,70.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
52643,08/26/2021,40125,34,Pottawatomie County,OK,36.6,26567,26567.0,43.3,25389,45.6,9003,74.7,93.6,32178.0,44.3,32173.0,52.4,30407.0,54.7,9864.0,81.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
52705,08/26/2021,40011,34,Blaine County,OK,35.3,3332,3332.0,42.5,3203,45.6,1156,60.6,93.6,4040.0,42.8,4040.0,51.6,3826.0,54.5,1336.0,70.0,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
52715,08/26/2021,40039,34,Custer County,OK,36.8,10668,10668.0,44.2,10208,46.8,3212,78.4,93.6,13174.0,45.4,13172.0,54.6,12423.0,56.9,3568.0,87.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
52724,08/26/2021,40133,34,Seminole County,OK,39.3,9528,9528.0,46.7,9176,50.1,3355,75.4,93.6,11761.0,48.5,11761.0,57.6,11119.0,60.7,3683.0,82.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
52782,08/26/2021,40097,34,Mayes County,OK,32.0,13136,13136.0,37.7,12759,40.4,4957,63.8,93.6,16914.0,41.2,16914.0,48.5,16263.0,51.6,5905.0,76.0,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
52902,08/26/2021,40109,34,Oklahoma County,OK,49.3,393067,393055.0,59.6,368663,62.0,93801,83.9,93.6,476922.0,59.8,476878.0,72.3,442062.0,74.3,106332.0,95.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
52920,08/26/2021,40071,34,Kay County,OK,32.3,14077,14076.0,38.7,13611,41.6,5862,68.9,93.6,17514.0,40.2,17511.0,48.1,16691.0,51.1,6675.0,78.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
52925,08/26/2021,40033,34,Cotton County,OK,34.0,1927,1927.0,39.7,1849,41.9,780,67.1,93.6,2350.0,41.5,2350.0,48.4,2230.0,50.6,893.0,76.8,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
52971,08/26/2021,40047,34,Garfield County,OK,36.7,22425,22425.0,44.4,21541,47.5,7607,75.7,93.6,27488.0,45.0,27486.0,54.5,26053.0,57.4,8508.0,84.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
52979,08/26/2021,40113,34,Osage County,OK,25.6,12033,12032.0,29.6,11592,31.4,4384,45.4,93.6,15484.0,33.0,15480.0,38.1,14660.0,39.7,5120.0,53.0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
